GENENAME	Adrenal4.a.s	Adrenal4.c.s	Adrenal4.d.s	Thryoid5.a.s	Thyroid5.b.s	Thyroid5.c.s	Thyroid5.d.s
FAM186A	7	4	7	4	8	367	6
RP11-112N23.1	0	0	0	0	0	1	0
LARP4	1396	2346	1764	2282	1018	80	1785
DIP2B	1004	921	1423	2316	860	105	949
RP11-60E8.2	0	0	0	2	3	0	0
ATF1	679	615	752	927	623	26	872
RP11-60E8.4	0	0	0	0	0	0	0
RN7SL519P	0	0	0	0	0	0	0
TMPRSS12	1	0	0	0	0	7	1
RP11-60E8.3	0	0	0	0	0	4	0
METTL7A	5022	3500	4471	14914	7889	7	11352
RP11-407N8.4	0	0	0	0	0	0	0
HIGD1C	1	1	0	1	2	5	2
SLC11A2	1026	1107	1020	3424	2220	3	2938
LETMD1	1259	977	995	1870	2225	0	1311
CSRNP2	649	538	726	1691	511	0	561
TFCP2	549	525	634	312	760	1	869
RP11-416A17.1	0	0	0	0	2	1	0
RP11-416A17.6	0	0	0	0	1	0	0
POU6F1	236	186	221	123	246	0	204
AC139768.1	0	0	0	0	0	0	0
DAZAP2	3517	3221	3606	5957	4525	0	6012
SMAGP	183	114	120	52	32	2	58
BIN2	111	85	207	19	81	1	72
CELA1	19	30	5	0	0	0	0
GALNT6	157	116	157	19	327	0	95
SLC4A8	199	268	343	4	13	2	6
RP11-607P23.1	0	0	0	0	0	2	0
SCN8A	110	95	122	7	29	569	4
RP11-199A1.1	81	85	76	152	132	3	117
RP11-923I11.3	2	1	0	0	0	0	0
RP11-923I11.1	40	30	31	0	12	0	2
RP11-923I11.6	7	3	7	2	14	0	9
RP11-923I11.7	1	2	1	0	6	0	1
RP11-923I11.4	1	2	0	0	12	0	0
RP11-923I11.5	0	0	1	0	0	66	1
ANKRD33	0	0	0	0	0	0	2
RP11-1100L3.4	1	4	17	14	7	3	12
ACVRL1	403	413	435	408	711	100	641
ACVR1B	563	651	691	717	731	1	671
GRASP	192	208	209	86	261	0	149
NR4A1	13129	14898	28098	2102	4098	1	6903
RP11-1100L3.8	212	144	147	38	39	0	105
C12orf44	134	191	224	216	173	0	131
RP11-1100L3.7	0	0	0	0	0	0	0
OR7E47P	2	1	3	52	10	0	16
RP1-288H2.2	0	0	0	49	5	0	14
AC078864.1	0	0	0	4	1	0	0
AC078864.2	0	0	0	8	1	0	2
KRT80	68	94	180	32	25	0	27
RP11-845M18.3	0	0	0	0	0	0	1
LINC00592	0	0	0	0	0	0	0
RP11-845M18.8	0	0	0	0	0	0	0
KRT7	30	17	19	7744	9509	0	5462
RP3-416H24.1	2	4	1	334	741	0	196
KRT86	3	5	5	61	91	0	41
KRT121P	2	4	4	28	50	0	54
RP11-845M18.7	0	0	0	0	6	0	3
KRT81	0	0	1	4	12	4	6
RP11-845M18.6	1	2	0	65	55	0	35
KRT83	0	0	0	17	34	0	30
AC121757.1	0	0	0	0	0	0	1
KRT85	0	1	0	0	12	0	7
KRT84	0	0	0	0	1	0	0
RP3-416H24.4	0	0	0	0	0	0	0
KRT82	0	0	0	0	0	0	0
RP11-1020M18.10	0	0	0	0	0	0	0
KRT124P	0	0	0	0	0	0	0
KRT75	0	0	0	0	0	1	0
KRT6B	0	0	0	0	0	0	0
KRT6C	0	0	0	0	0	0	0
KRT6A	0	0	0	1	0	0	0
KRT5	6	1	1	1	1	0	0
AC055736.1	0	0	0	0	0	0	0
KRT71	0	0	0	3	0	1	2
KRT74	0	0	0	0	0	0	0
KRT72	0	0	0	0	0	1	0
RP11-641A6.2	0	0	0	0	0	2	0
KRT73	0	0	0	0	0	1	1
RP11-593B8.3	0	0	0	0	0	650	0
KRT2	1	0	1	0	1	1567	0
KRT1	3	0	2	0	1	7	0
KRT77	0	0	0	0	0	0	0
RP11-641A6.3	0	0	0	0	0	0	0
RP11-641A6.4	0	0	0	0	0	0	0
RP11-641A6.5	29	30	18	32	27	0	17
RP11-641A6.6	0	0	0	0	0	1	0
RP11-641A6.8	0	0	0	0	0	97	0
RP11-641A6.9	21	23	33	40	37	77	38
RP11-641A6.7	0	0	0	0	0	0	0
ARL2BPP2	0	0	0	0	0	0	0
KRT76	0	0	0	0	0	38	0
RP11-153F5.2	0	0	0	0	0	5	0
KRT3	0	0	0	0	4	408	4
KRT4	1	0	0	0	2	3	1
KRT79	0	0	0	0	0	95	0
RP11-153F5.3	0	0	0	0	0	4	0
KRT78	0	0	0	2	1	4	0
RPL7P41	0	0	0	0	0	0	0
KRT8	150	292	78	3495	3398	1206	6500
KRT18	45	73	18	2056	1250	0	2212
AC107016.2	0	0	0	0	0	0	0
AC107016.1	0	0	0	0	0	0	0
EIF4B	4079	3925	4734	8595	6611	223	5095
RP11-983P16.2	1	1	0	1	0	0	0
RP11-983P16.4	292	219	166	168	100	7	191
TENC1	3334	2576	2783	1862	2358	1916	1904
SPRYD3	1029	951	1099	1891	1583	2801	1518
IGFBP6	933	396	706	4	24	6	99
SOAT2	2	2	5	0	1	188	6
VTI1BP3	0	0	0	0	0	0	0
HIGD1AP1	195	165	172	160	122	0	195
RP11-1136G11.6	7	5	5	2	0	0	0
CSAD	402	333	242	298	394	3	340
RP11-1136G11.8	1	1	0	0	0	0	0
ZNF740	720	509	589	823	956	0	905
ITGB7	44	25	135	7	209	10	143
RARG	420	234	425	360	414	1	437
MFSD5	490	341	415	253	223	0	231
ESPL1	2	22	20	17	11	189	4
PFDN5	3421	2448	2259	4522	3035	0	2337
RP11-680A11.5	17	15	16	16	8	0	5
C12orf10	368	265	301	426	461	0	339
AAAS	1023	764	760	617	813	279	552
SP7	0	0	0	0	16	347	12
SP1	1809	1483	1658	2667	2017	0	2278
AMHR2	567	406	501	0	1	0	1
PRR13	650	424	490	621	483	0	613
PCBP2	3120	2114	1994	3281	2793	0	2570
RP11-793H13.8	0	0	0	0	0	0	0
MAP3K12	429	320	414	261	294	0	234
RP11-793H13.11	37	21	30	16	29	0	20
TARBP2	267	186	275	209	429	0	239
NPFF	23	7	14	12	10	0	13
ATF7	522	500	619	707	673	0	848
RP11-793H13.3	1	0	0	2	0	0	0
ATP5G2	1946	1464	1577	1521	1321	0	1321
RP11-972K6.1	0	0	0	0	0	0	0
CALCOCO1	2202	1934	2079	1842	1834	0	1763
RP11-686F15.3	0	1	0	0	2	0	0
RP11-686F15.2	0	0	0	0	0	1	0
RN7SKP289	0	0	0	0	0	0	0
HOXC-AS5	0	0	0	0	0	1	0
HOXC13	0	0	0	0	0	2	1
HOXC12	0	0	0	0	0	2	0
AC012531.23	0	0	0	0	0	0	0
HOTAIR	2	0	0	0	0	1	0
HOXC11	0	0	0	0	0	449	0
HOXC-AS3	0	0	0	0	0	60	0
HOXC10	33	38	29	0	0	5	0
HOXC5	25	21	19	0	0	0	2
HOXC6	447	263	274	1	6	34	9
MIR196A2	0	0	0	0	0	1	0
HOXC-AS2	1	0	4	0	0	19	0
HOXC9	71	50	38	0	8	58	2
HOXC-AS1	6	3	6	0	0	1	0
HOXC8	237	139	144	0	1	104	1
HOXC4	127	78	80	0	2	0	6
AC012531.25	26	32	16	0	0	1	4
MIR615	0	0	0	0	0	0	0
RP11-834C11.3	10	8	2	2	3	0	0
RP11-834C11.7	28	17	33	1	2	0	1
RP11-834C11.6	3	2	3	0	0	0	0
RP11-834C11.5	0	0	0	0	4	10	0
RP11-834C11.4	312	163	252	12	159	8	26
RP11-834C11.11	6	4	2	3	5	3	0
RP11-834C11.10	2	0	0	1	1	0	1
RP11-834C11.8	0	0	0	2	1	2	1
SMUG1	327	229	329	306	262	53	237
CBX5	1749	1655	1893	4717	3415	0	3805
MIR3198-2	0	0	0	0	0	0	0
RN7SL390P	0	0	0	0	0	0	0
RP11-968A15.2	28	19	24	10	15	0	18
RP11-968A15.8	3	3	0	1	5	0	2
HNRNPA1	2521	2471	1864	2431	2034	0	2243
NFE2	6	4	13	0	26	0	49
COPZ1	1642	1323	1587	3114	2625	0	2936
MIR148B	0	0	0	0	0	0	0
RN7SL744P	0	0	0	1	0	0	0
RP11-753H16.3	0	1	1	0	0	0	0
RP11-753H16.5	2	6	1	3	5	0	2
GPR84	10	21	29	3	4	0	6
ZNF385A	212	139	211	783	515	0	441
ITGA5	1167	1342	902	877	1196	0	846
RP11-753H16.4	0	0	0	0	0	0	0
GTSF1	1	3	6	0	0	0	2
NCKAP1L	190	374	646	55	228	0	154
RP11-1049A21.2	2	4	8	1	4	0	2
PDE1B	75	103	103	48	195	8	103
PPP1R1A	72	34	32	0	8	1	12
GLYCAM1	0	0	0	0	0	0	0
LACRT	0	0	0	0	0	0	0
DCD	0	0	0	0	0	0	0
RP11-850F7.7	0	0	0	0	0	0	0
RP11-543H15.2	0	0	0	0	0	0	0
MUCL1	0	0	0	0	0	0	0
TESPA1	6	7	13	8	27	0	26
RP11-616L12.1	0	0	0	0	0	0	0
NEUROD4	95	106	98	0	0	64	0
OR9K1P	0	0	0	0	0	0	0
RP11-616L12.4	12	9	11	5	1	0	14
OR9K2	0	0	0	0	0	0	0
OR9R1P	0	0	0	0	0	0	0
OR10U1P	0	0	0	0	0	0	0
OR10A7	0	0	0	0	0	0	0
OR6C74	0	0	0	0	0	0	0
OR6C69P	0	0	0	0	0	0	0
OR6C72P	0	0	0	0	0	0	0
OR6C6	0	0	0	0	0	54	0
OR6C5P	0	0	0	0	0	0	0
OR6C1	0	0	0	0	0	0	0
OR6C3	0	0	0	0	0	2102	0
OR6C7P	0	0	0	0	0	0	0
OR6C75	0	0	0	0	0	0	0
OR6C71P	0	0	0	0	0	1	0
OR6C66P	0	0	0	0	0	0	0
OR6C73P	0	0	0	0	0	0	0
OR6C65	0	0	0	0	0	172	0
PHC1P1	328	276	291	490	594	0	441
OR6C76	0	0	0	0	0	95	0
RP11-110A12.2	0	0	0	0	0	57	0
OR6C2	0	0	0	0	0	0	0
OR6C70	0	0	0	0	0	0	0
OR6C68	0	0	0	0	0	0	0
OR6C64P	0	0	0	0	0	1	0
OR6C4	0	0	0	0	0	2	0
AC009779.1	0	0	0	0	0	0	0
OR2AP1	0	0	0	0	0	36	0
OR10P1	0	0	0	0	0	2	0
RP11-644F5.16	0	0	0	0	0	14	0
RP11-644F5.15	0	0	1	0	0	0	0
RP11-644F5.17	0	0	0	0	0	0	0
METTL7B	15	41	12	152	26	0	14
ITGA7	609	531	485	431	457	169	538
RP11-644F5.10	26	18	9	10	10	154	28
BLOC1S1	148	108	135	65	83	342	54
RDH5	31	16	23	7	12	1	10
CD63	6101	5747	5570	6150	4272	188	4586
RP11-644F5.11	123	103	123	168	126	21	110
RP11-644F5.12	0	0	0	1	2	2	1
GDF11	165	221	182	64	161	684	153
SARNP	40	34	23	28	31	83	25
RP11-762I7.5	0	0	0	0	0	15	0
RP11-762I7.4	2	0	2	4	3	159	3
ORMDL2	100	103	148	115	99	3	118
DNAJC14	217	196	251	330	300	42	279
TMEM198B	255	284	244	254	825	66	524
MMP19	125	663	210	57	132	2	248
OLA1P3	0	0	0	0	1	1	0
GSTP1P1	0	1	0	0	0	1	0
WIBG	359	247	290	288	330	18	295
DGKA	249	745	330	122	299	580	162
PMEL	8	4	47	22	51	364	27
CDK2	202	224	195	184	208	0	214
RP11-973D8.4	0	0	0	0	0	0	0
RAB5B	355	435	558	543	574	3	615
RP11-603J24.7	478	309	321	384	441	0	319
AC034102.1	0	0	0	0	0	0	0
SUOX	770	662	760	377	592	0	562
IKZF4	554	810	573	365	307	98	391
RP11-603J24.4	0	1	0	0	3	13	2
RPS26	129	111	55	64	27	0	78
ERBB3	185	139	184	102	221	8	226
PA2G4	687	568	464	773	503	1	674
RP11-603J24.17	0	0	0	0	0	0	0
RPL41	477	392	307	340	229	131	282
ZC3H10	96	71	71	103	101	13	116
ESYT1	1637	1723	1973	1775	2028	8	1661
RP11-603J24.6	0	0	0	0	0	0	0
RP11-603J24.5	4	3	3	1	4	0	2
RP11-603J24.14	0	0	1	3	6	0	0
MYL6B	349	232	221	215	296	0	199
RP11-603J24.18	0	0	0	0	0	0	0
MYL6	5976	4269	4354	3719	3408	0	3935
RP11-977G19.5	52	24	22	18	44	3	26
SMARCC2	1371	1413	1613	1423	2404	15	1853
RN7SL770P	0	0	0	0	0	18	0
RNF41	847	713	885	998	845	830	945
NABP2	559	342	420	304	246	12	243
SLC39A5	3	2	5	4	3	1	4
ANKRD52	1398	1318	1748	996	1192	2321	962
COQ10A	617	432	563	156	185	1565	180
RP11-977G19.14	2	2	0	0	0	535	0
CS	2433	2335	2489	2600	1310	44	1550
CNPY2	941	644	731	782	730	0	638
RP11-977G19.11	4	3	1	3	8	0	5
RP11-977G19.12	4	12	11	14	12	0	20
PAN2	1357	1299	1442	2267	3377	4477	2585
IL23A	5	3	0	6	15	14	4
STAT2	1497	1423	1672	1468	2133	18	1668
RNU7-40P	0	1	0	0	4	11	0
APOF	0	0	0	0	8	1	0
RP11-348M3.2	1	1	5	3	2	91	5
TIMELESS	194	162	214	494	417	0	269
MIP	5	2	2	0	3	0	6
SPRYD4	272	257	251	297	272	0	257
GLS2	149	122	116	169	216	4	68
RP11-153M3.1	1420	1630	1828	948	259	0	332
RBMS2	159	165	172	533	405	0	421
BAZ2A	1849	1933	2483	2451	2960	137	2717
ATP5B	11012	10076	11384	11303	5225	0	8180
SNORD59A	2	12	6	8	6	0	4
PTGES3	2476	2222	2275	3621	2357	161	3097
RN7SL809P	0	6	9	4	9	3	4
NACA	10111	7489	6911	10516	6499	406	6458
PRIM1	49	54	77	104	74	45	84
HSD17B6	78	46	23	3	443	62	869
RP11-74M13.4	0	0	2	1	0	54	1
RP11-74M13.3	0	0	0	0	0	1	0
SDR9C7	2	0	0	0	0	0	0
RDH16	4	3	3	0	3	0	2
GPR182	21	19	31	1	0	0	14
RP11-474N8.5	5	1	3	1	0	0	0
HBCBP	17	8	9	0	0	0	7
ZBTB39	142	121	106	228	185	9	304
TAC3	2	1	5	1	0	0	0
MYO1A	9	8	10	1	2	1	0
TMEM194A	412	347	515	627	391	12	590
NAB2	310	663	443	500	177	14	205
STAT6	2932	3123	3580	2861	2390	606	2275
AC023237.1	0	0	0	0	0	0	0
LRP1	3221	2560	4347	442	2017	1039	1544
RP11-545N8.3	0	0	0	0	0	16	0
MIR1228	0	0	0	0	0	0	0
NXPH4	27	6	15	54	8	19	0
SHMT2	692	523	607	3943	570	12	368
NDUFA4L2	302	182	146	259	431	6	184
STAC3	44	30	35	25	22	0	24
RP11-123K3.4	0	0	0	0	0	0	0
R3HDM2	605	567	617	894	503	5	509
AC126614.1	0	0	0	0	0	7	0
RP11-756H6.1	0	0	0	0	2	122	0
INHBC	0	0	0	15	10	7	7
INHBE	3	1	3	259	2	2	5
GLI1	54	28	63	3	1	0	90
ARHGAP9	91	104	168	13	69	3	52
MARS	1157	1243	1333	2644	1854	0	1331
RN7SL312P	1	0	0	0	0	0	0
DDIT3	432	423	218	2220	983	0	1512
MIR616	10	9	3	66	26	0	49
MBD6	1333	1140	1416	1299	2246	0	1816
DCTN2	1915	1392	1724	1527	1453	3	1246
KIF5A	660	553	908	5	449	4	105
PIP4K2C	553	409	515	1239	1053	0	932
DTX3	994	639	751	638	871	0	618
ARHGEF25	287	170	192	54	155	0	87
AC025165.8	33	22	14	7	15	0	15
SLC26A10	19	10	16	2	11	0	5
B4GALNT1	47	25	57	11	7	0	27
RP11-571M6.1	0	0	0	0	0	0	0
OS9	2393	2222	2790	3583	4194	0	3760
RP11-571M6.7	0	0	0	0	0	0	0
RP11-571M6.8	7	3	11	2	7	0	3
AGAP2	85	54	59	24	43	0	20
RP11-571M6.6	6	8	5	3	2	0	1
TSPAN31	723	644	693	942	923	0	973
CDK4	689	563	612	766	585	0	536
43168	272	225	190	176	342	0	276
CYP27B1	23	60	28	6	783	0	166
RP11-571M6.13	0	0	0	0	0	0	0
METTL1	173	237	165	148	352	0	229
METTL21B	187	165	92	298	445	0	360
RP11-571M6.15	0	0	0	0	0	0	0
AC025165.1	0	1	0	0	1	0	0
TSFM	454	457	472	159	258	0	206
AVIL	122	130	302	91	100	1	186
RP11-571M6.17	22	13	19	6	15	0	17
RP11-571M6.18	3	4	4	0	1	0	6
CTDSP2	3064	3731	3934	3691	3774	0	4298
MIR26A2	0	0	0	1	0	0	1
RP11-620J15.1	2	0	0	1	2	0	5
RP11-620J15.2	3	1	4	2	18	0	11
RP11-620J15.3	148	79	79	141	92	0	107
XRCC6BP1	54	45	65	66	51	0	72
RP11-58A17.3	0	0	0	0	1	0	2
RN7SKP65	0	0	0	0	0	0	0
RP11-58A17.2	0	0	0	0	0	0	0
RP11-58A17.4	0	0	0	0	0	0	0
RPL21P103	0	0	0	0	0	0	0
RP11-340M11.1	0	0	0	0	0	0	0
RP11-362K2.2	0	0	0	0	0	0	0
RP11-767I20.1	10	13	8	0	0	1	0
LRIG3	169	107	161	1847	1833	0	3621
RP11-150C16.1	0	0	0	2	2	0	2
RPS6P22	0	0	0	0	0	0	0
RP11-557F20.2	0	0	0	0	0	0	0
RP11-272B17.1	0	0	0	0	0	0	0
RP11-272B17.2	0	0	0	0	0	1	0
AC108721.2	0	0	0	0	0	0	0
AC108721.1	0	0	0	0	0	0	0
RNU4-20P	0	0	0	0	0	0	0
SLC16A7	146	389	440	188	42	0	150
RP11-813P10.1	0	1	1	0	0	0	0
RP11-813P10.2	89	58	51	38	42	0	37
AC091517.1	0	0	0	0	0	0	0
RP11-316A16.1	0	0	0	0	0	1	0
RP11-335M9.1	0	0	0	0	0	0	0
RP11-154D9.1	0	0	0	0	0	0	0
RP11-471N19.1	0	0	0	0	0	0	0
RP11-410B16.1	0	0	0	0	0	0	0
FAM19A2	55	47	42	17	16	147	32
RPL21P104	0	0	0	0	0	0	0
KRT8P19	0	0	0	0	0	0	0
RPS3P6	15	8	8	3	3	1	2
RP11-769N19.2	1	0	0	1	0	1	1
RP11-769N19.1	0	1	0	0	0	0	0
USP15	941	1392	1168	920	658	0	986
MON2	1121	1223	1386	1837	1584	898	2188
RP11-863H1.1	0	1	0	0	0	0	0
C12orf61	7	2	3	18	31	0	23
RP11-631N16.2	6	5	5	84	52	0	41
MIRLET7I	0	0	0	0	0	0	0
PPM1H	113	90	248	607	423	1	262
RPL32P26	0	0	0	0	0	0	0
GAPDHP44	0	0	0	0	0	41	0
RPL14P1	3030	2465	2493	5088	3144	2	3312
RP11-848D3.4	13	5	13	6	3	0	9
LDHAL6CP	0	0	0	0	0	0	0
RP11-848D3.5	0	0	0	0	0	0	0
RSL24D1P5	0	0	0	0	0	0	0
AVPR1A	403	888	1581	47	191	0	200
RP11-1022B3.2	0	0	0	0	3	14	1
RP11-1022B3.1	0	0	0	2	44	0	30
DPY19L2	371	251	219	441	521	1	435
RP11-415I12.3	0	0	2	4	3	8	0
RP11-972L6.2	0	0	0	0	0	0	0
RP11-415I12.2	0	0	0	0	0	0	0
RP11-415I12.1	0	0	0	0	0	1	0
TMEM5	399	322	313	418	390	2	355
RP11-415I12.5	1	0	0	0	0	4	0
RP11-415I12.6	319	268	300	655	399	3	331
AC084357.1	0	0	0	0	0	0	0
SRGAP1	216	263	265	728	363	47	556
RPL36AP41	0	0	0	0	0	0	0
RP11-274J7.2	0	0	0	0	0	0	0
RP11-274J7.3	0	0	0	0	0	0	0
RP11-1029F8.1	0	0	0	0	0	0	0
RP11-196H14.2	0	0	0	0	0	1	0
RP11-196H14.4	1	0	0	1	1	0	1
RP11-196H14.3	0	0	0	0	0	0	0
C12orf66	164	128	190	251	248	0	233
RPS11P6	1	1	4	5	1	0	1
RNU5A-7P	0	0	0	0	1	0	0
RP11-290I21.2	0	0	0	0	0	0	0
C12orf56	0	0	1	0	0	6	0
RP11-114F3.2	116	95	119	123	62	0	84
XPOT	1175	1014	1182	11044	2219	10	2313
RP11-114F3.5	1	2	0	9	6	7	5
TBK1	696	705	787	537	434	16	689
RP11-439H13.2	0	0	0	0	0	0	0
SNORD83	0	0	0	0	0	0	0
RP11-338E21.1	0	0	0	0	0	0	0
RASSF3	1088	814	1111	211	267	0	362
MIR548C	0	0	0	0	0	0	0
RP11-338E21.2	0	0	0	0	0	0	0
RP11-338E21.3	0	0	0	0	0	0	0
AC025262.1	0	0	0	0	0	0	0
GNS	7476	8967	11986	7766	4038	0	4970
RP11-629N8.3	0	0	1	1	1	0	2
TBC1D30	55	75	57	212	117	15	149
RP11-766N7.1	0	0	0	1	0	0	1
RP11-766N7.3	0	0	0	0	1	15	0
RP11-766N7.4	0	0	0	0	0	0	0
RNU6ATAC42P	0	0	0	0	0	0	0
RP11-168J19.2	0	0	0	0	0	0	0
WIF1	78	50	59	0	0	1	1
RP11-305O6.2	0	0	0	0	0	0	0
LEMD3	495	522	500	814	698	0	866
MSRB3	695	565	605	565	432	12	1104
RP11-305O6.3	0	1	0	0	0	0	0
RP11-316O1.1	0	0	0	0	0	0	0
RP11-230G5.2	0	0	0	0	0	2	0
RP11-221N13.2	0	0	0	0	0	0	0
RP11-221N13.3	0	0	0	0	0	0	1
RP11-221N13.4	0	0	0	0	0	0	0
PCNPP3	0	1	0	0	0	0	0
RPSAP52	0	0	0	2	1	429	2
HMGA2	0	1	1	60	19	108	18
RP11-366L20.2	2	2	2	58	67	86	21
AC090673.1	0	0	0	0	0	0	0
AC090673.2	0	0	0	0	0	0	0
RP11-366L20.3	0	0	0	1	1	0	0
RP11-366L20.4	0	0	0	0	0	1	0
RP11-118B13.1	0	0	0	0	0	0	0
RNA5SP362	0	0	0	0	0	3	0
LLPH	320	275	280	202	159	0	239
TMBIM4	2198	1610	1480	1837	1709	8	2311
RP11-745O10.2	2	2	0	2	10	0	2
IRAK3	284	424	291	237	204	0	363
RBMS1P1	158	280	225	221	189	0	258
AC078889.1	0	0	0	0	0	0	0
RP11-335I12.2	0	0	1	0	0	0	0
PDCL3P7	0	0	0	0	0	0	0
RN7SKP166	0	0	0	0	0	0	0
HELB	11	23	33	30	60	0	64
GRIP1	136	128	153	241	274	0	303
RP11-754J4.2	0	0	0	0	0	0	0
RP11-754J4.1	0	0	0	0	0	0	0
RP11-123O10.4	1	1	0	0	1	0	0
RP11-123O10.3	0	0	0	0	1	0	0
RAB11AP2	0	0	0	0	0	0	0
RP11-512G13.1	1	0	4	4	2	120	10
CAND1	2178	1991	2375	4377	2215	52	2843
MRPL40P1	0	0	0	4	0	0	0
NTAN1P3	0	0	0	2	0	0	0
RP11-473M14.3	0	0	0	0	0	0	0
RP11-542B15.1	0	1	0	45	1	0	0
RP11-335O4.1	0	0	0	0	0	0	0
DYRK2	461	309	413	790	408	0	679
RP11-335O4.3	0	1	0	0	0	0	1
RP11-43N5.1	0	1	0	1	0	0	0
GS1-410F4.4	0	0	0	0	0	53	0
GS1-410F4.5	0	0	0	0	0	0	0
IFNG-AS1	4	2	18	0	2	0	0
RPL39P28	0	0	0	0	0	0	0
GS1-410F4.3	0	0	5	0	1	0	0
RP11-444B24.2	0	1	0	0	0	0	0
IFNG	1	0	30	0	1	1	6
IL26	0	0	0	0	2	0	1
IL22	0	0	0	0	0	38	0
MDM1	254	201	199	443	400	106	479
RP11-81H14.2	18	6	16	1	12	67	4
RP11-71J4.2	0	0	0	0	0	1	0
RP11-81H14.3	10	11	5	4	5	1	10
RP11-81H14.4	0	1	0	0	0	0	0
RP11-254B13.1	2	0	1	1	1	0	0
RAP1B	497	573	484	455	370	0	451
RP11-254B13.4	15	13	15	21	13	0	12
SNORA70G	0	0	0	0	0	0	0
RP11-254B13.3	186	100	124	110	67	0	129
RP11-637A17.2	8	5	11	13	13	0	3
RP11-637A17.1	0	0	0	0	7	0	1
NUP107	494	435	477	517	401	0	633
KRT8P39	1	5	1	1	4	0	3
SLC35E3	340	263	397	217	287	0	308
AC124890.1	0	0	0	0	0	0	0
RP11-611O2.2	2	1	2	0	0	0	0
MDM2	910	774	846	1756	1155	0	1187
RP11-611O2.1	0	0	0	0	1	0	1
RP11-611O2.5	0	0	0	0	0	0	0
RP11-611O2.3	0	0	0	0	0	0	0
CPM	915	808	603	1036	654	66	401
RNU7-4P	0	0	0	0	0	0	0
RP11-611O2.6	0	0	0	0	0	0	0
AC133749.1	0	0	0	0	0	113	0
PRELID2P1	1	1	0	0	0	0	0
AC139931.1	0	0	0	0	1	0	0
RP11-324P9.1	0	0	0	0	0	1	0
CPSF6	1645	1403	1218	1803	1401	0	1619
RP11-1143G9.2	1	4	0	3	4	0	0
LYZ	234	231	406	153	384	0	315
RP11-1143G9.4	0	0	0	0	0	0	0
YEATS4	314	153	154	292	167	20	220
RN7SL804P	0	0	0	0	0	0	0
RP11-159A18.1	0	0	0	0	0	19	0
RP11-956E11.1	1	0	0	1	0	0	0
FRS2	697	717	750	1181	956	0	1044
MIR3913-1	0	0	0	0	0	0	0
CCT2	1770	1885	1770	1777	1334	0	1644
LRRC10	0	0	0	0	1	0	0
BEST3	25	16	12	0	0	1	0
RP11-588G21.2	4	1	0	0	1	0	3
RAB3IP	610	399	476	815	274	6	399
AC025263.3	0	0	0	0	0	0	0
MYRFL	11	6	10	0	1	90	1
RP11-611E13.2	31	26	26	33	44	0	32
RP11-611E13.3	0	1	0	0	0	2	0
RP11-320P7.2	0	0	0	0	0	1	0
RP11-320P7.1	0	1	1	0	0	0	2
CNOT2	979	861	899	1095	929	3	1256
KCNMB4	1084	898	1087	41	114	0	107
RNU4-65P	0	0	0	0	0	0	0
RP11-588H23.5	0	0	1	0	0	0	0
RP11-588H23.3	1	4	4	5	4	0	3
PTPRB	999	1036	1098	1933	1712	0	2101
PTPRR	85	92	138	22	47	0	42
FAHD2P1	0	0	0	0	0	0	0
CTD-2021H9.1	0	0	0	0	0	0	0
CTD-2021H9.2	0	0	0	0	0	0	0
CTD-2021H9.3	0	1	0	0	0	0	1
TSPAN8	113	151	130	11	4	0	44
LGR5	128	146	78	0	0	0	6
RP11-186F10.2	0	1	0	0	0	0	0
ZFC3H1	1059	1354	940	1417	1116	0	1395
THAP2	253	691	511	186	111	0	170
RP11-293I14.2	0	0	0	0	0	0	0
TMEM19	262	195	329	397	550	0	664
RP11-498M15.1	0	0	0	0	0	0	0
RAB21	1889	2515	1577	2477	1358	0	1947
RP11-2H8.2	22	8	7	8	6	0	7
RP11-2H8.3	0	0	0	0	0	0	0
TBC1D15	1379	1313	1402	2192	1090	0	1542
MRS2P2	0	0	2	0	2	0	0
TPH2	0	0	0	0	0	0	1
RP11-89M22.3	0	0	0	0	0	0	0
TRHDE	122	92	94	0	0	0	16
TRHDE-AS1	150	99	87	0	0	0	17
RP11-98E6.1	0	0	0	0	0	0	0
CHCHD3P2	1	0	0	0	0	0	0
RP11-12K6.2	0	0	0	0	0	0	0
AC131213.1	0	0	0	0	0	0	0
RP11-314D7.1	0	0	0	0	0	0	0
RP11-314D7.2	0	0	0	1	0	0	0
RP11-314D7.3	0	0	0	0	0	0	0
RP11-314D7.4	0	0	0	0	0	0	0
RP11-166B14.1	0	0	0	0	0	0	0
RP11-295G12.1	0	0	0	0	0	0	0
RP11-711C17.1	0	0	0	0	0	0	0
AC090015.1	0	0	0	0	0	0	0
RP11-711C17.2	0	0	0	0	0	0	0
RP11-81H3.2	0	0	2	0	0	1	0
RP11-274M17.1	0	1	0	0	1	0	1
RP11-274M17.3	0	0	0	0	0	0	0
RP11-274M17.2	0	0	0	0	0	0	0
RP11-81H3.1	0	0	0	0	0	0	0
ATXN7L3B	1851	1480	1823	2397	1836	0	2371
RP11-56G10.2	0	0	0	0	0	0	0
RP11-361A23.1	0	0	0	0	0	0	0
RP11-361A23.2	1	0	0	0	0	0	0
RP11-361A23.3	0	0	0	0	0	0	0
RP11-81K13.1	0	0	0	0	0	0	0
KCNC2	0	0	0	0	0	0	0
RP11-560G2.1	0	0	0	0	0	2	1
RP11-404O18.1	0	0	0	0	0	0	0
